_id,_pct_missed,_judgments,_gold_case,_difficulty,_hidden,_contention,_pct_contested,_which_sound_was_more_realistic,morepc_gold,morepc_gold_reason,rownum,s0_simplegrainlength,s1_simplemaxdist,s0_coordinates,s0_mix,s0_simplemaxdist,s0_name,s1_simplegrainlength,s1_name,s1_iteration,s1_hash,s0_hash,s1_mix,s1_coordinates,s0_iteration,jobname,_golden
277568729,0.00,0,,0,false,"",0,"",s1,Sound 1 is obviously a series of synthesized tones.,914,None,30,None,tones,None,mp3/mix-tones-iteration-00.mp3,0.50_1.00,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-0.50_1.00-iteration-02-simple.maxdist-30.mp3,02,b6fee4276f5c5f8e43c706f9000b8f32,0b1f9635282b5445671290fe7205e2ac,simple,0.00_0.00_1.00,00,tune-simple-study-1-rank-iterations,True
277568730,0.00,2,,0,false,"",0.0,"same
s0
null
s1","same
null",Sounds are the same.,915,0.50_1.00,30,0.00_0.00_1.00,simple,30,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-0.50_1.00-iteration-02-simple.maxdist-30.mp3,0.50_1.00,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-0.50_1.00-iteration-02-simple.maxdist-30.mp3,02,b6fee4276f5c5f8e43c706f9000b8f32,b6fee4276f5c5f8e43c706f9000b8f32,simple,0.00_0.00_1.00,02,tune-simple-study-1-rank-iterations,True
277568731,0.00,0,,0,false,"",0,"",s0,Sound 2 is obviously a series of synthesized tones.,916,0.50_1.00,None,0.00_0.00_1.00,simple,5,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-0.50_1.00-iteration-02-simple.maxdist-5.mp3,None,mp3/mix-tones-iteration-04.mp3,04,dcddb696d2dbff2d47c4ab016491afef,d58844176c86b4f1dc84c78c35494389,tones,None,02,tune-simple-study-1-rank-iterations,True
277568732,0.00,0,,0,false,"",0,"","same
null",Sounds are the same.,917,0.50_1.00,5,0.00_0.00_1.00,simple,5,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-0.50_1.00-iteration-02-simple.maxdist-5.mp3,0.50_1.00,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-0.50_1.00-iteration-02-simple.maxdist-5.mp3,02,d58844176c86b4f1dc84c78c35494389,d58844176c86b4f1dc84c78c35494389,simple,0.00_0.00_1.00,02,tune-simple-study-1-rank-iterations,True
277568733,1.00,1,,0,false,"",0.0,"s1
s0
null
same",s0,Sound 2 is obviously a series of synthesized tones.,918,0.50_1.00,None,0.00_0.00_1.00,simple,15,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-0.50_1.00-iteration-03-simple.maxdist-15.mp3,None,mp3/mix-tones-iteration-02.mp3,02,a12a927747db44ef0122d0ecc867ad67,bf5528943917fd12d5732b33bcae57dc,tones,None,03,tune-simple-study-1-rank-iterations,True
277568734,1.00,1,,0,false,"",0.0,"s0
same
null
s1","same
null",Sounds are the same.,919,0.50_1.00,15,0.00_0.00_1.00,simple,15,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-0.50_1.00-iteration-03-simple.maxdist-15.mp3,0.50_1.00,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-0.50_1.00-iteration-03-simple.maxdist-15.mp3,03,bf5528943917fd12d5732b33bcae57dc,bf5528943917fd12d5732b33bcae57dc,simple,0.00_0.00_1.00,03,tune-simple-study-1-rank-iterations,True
277568735,0.00,1,,0,false,"",0.0,"s1
s0
null
same",s1,Sound 1 is obviously a series of synthesized tones.,920,None,30,None,tones,None,mp3/mix-tones-iteration-00.mp3,0.50_1.00,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-0.50_1.00-iteration-03-simple.maxdist-30.mp3,03,e511237a89235dead47051afedcf2b06,0b1f9635282b5445671290fe7205e2ac,simple,0.00_0.00_1.00,00,tune-simple-study-1-rank-iterations,True
277568736,0.00,1,,0,false,"",0.0,"same
s0
null
s1","same
null",Sounds are the same.,921,0.50_1.00,30,0.00_0.00_1.00,simple,30,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-0.50_1.00-iteration-03-simple.maxdist-30.mp3,0.50_1.00,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-0.50_1.00-iteration-03-simple.maxdist-30.mp3,03,e511237a89235dead47051afedcf2b06,e511237a89235dead47051afedcf2b06,simple,0.00_0.00_1.00,03,tune-simple-study-1-rank-iterations,True
277568737,0.00,2,,0,false,"",0.0,"s1
s0
null
same",s1,Sound 1 is obviously a series of synthesized tones.,922,None,5,None,tones,None,mp3/mix-tones-iteration-03.mp3,0.50_1.00,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-0.50_1.00-iteration-03-simple.maxdist-5.mp3,03,eb32e89cc3ebdcd652f0df08bbc2f8e9,d6586c064366081bc03656b73da40eb4,simple,0.00_0.00_1.00,03,tune-simple-study-1-rank-iterations,True
277568738,0.00,1,,0,false,"",0.0,"same
s0
null
s1","same
null",Sounds are the same.,923,0.50_1.00,5,0.00_0.00_1.00,simple,5,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-0.50_1.00-iteration-03-simple.maxdist-5.mp3,0.50_1.00,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-0.50_1.00-iteration-03-simple.maxdist-5.mp3,03,eb32e89cc3ebdcd652f0df08bbc2f8e9,eb32e89cc3ebdcd652f0df08bbc2f8e9,simple,0.00_0.00_1.00,03,tune-simple-study-1-rank-iterations,True
277568739,0.00,1,,0,false,"",0.0,"s0
same
null
s1",s0,Sound 2 is obviously a series of synthesized tones.,924,0.50_1.00,None,0.00_0.00_1.00,simple,15,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-0.50_1.00-iteration-04-simple.maxdist-15.mp3,None,mp3/mix-tones-iteration-04.mp3,04,dcddb696d2dbff2d47c4ab016491afef,ef7bcc9362c41758b98ca29543ee9599,tones,None,04,tune-simple-study-1-rank-iterations,True
277568740,1.00,1,,0,false,"",1.0,"s1
s0
null
same","same
null",Sounds are the same.,925,0.50_1.00,15,0.00_0.00_1.00,simple,15,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-0.50_1.00-iteration-04-simple.maxdist-15.mp3,0.50_1.00,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-0.50_1.00-iteration-04-simple.maxdist-15.mp3,04,ef7bcc9362c41758b98ca29543ee9599,ef7bcc9362c41758b98ca29543ee9599,simple,0.00_0.00_1.00,04,tune-simple-study-1-rank-iterations,True
277568741,0.00,0,,0,false,"",0,"",s0,Sound 2 is obviously a series of synthesized tones.,926,0.50_1.00,None,0.00_0.00_1.00,simple,30,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-0.50_1.00-iteration-04-simple.maxdist-30.mp3,None,mp3/mix-tones-iteration-01.mp3,01,0881e99d24a3cb576f8e194c4314ea77,b89d3e428a28e1b2d58e2eff0a313be6,tones,None,04,tune-simple-study-1-rank-iterations,True
277568742,0.00,0,,0,false,"",0,"","same
null",Sounds are the same.,927,0.50_1.00,30,0.00_0.00_1.00,simple,30,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-0.50_1.00-iteration-04-simple.maxdist-30.mp3,0.50_1.00,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-0.50_1.00-iteration-04-simple.maxdist-30.mp3,04,b89d3e428a28e1b2d58e2eff0a313be6,b89d3e428a28e1b2d58e2eff0a313be6,simple,0.00_0.00_1.00,04,tune-simple-study-1-rank-iterations,True
277568743,0.00,0,,0,false,"",0,"",s0,Sound 2 is obviously a series of synthesized tones.,928,0.50_1.00,None,0.00_0.00_1.00,simple,5,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-0.50_1.00-iteration-04-simple.maxdist-5.mp3,None,mp3/mix-tones-iteration-01.mp3,01,0881e99d24a3cb576f8e194c4314ea77,1b31c6d31ec8a87e029807d16397747f,tones,None,04,tune-simple-study-1-rank-iterations,True
277568744,0.00,0,,0,false,"",0,"","same
null",Sounds are the same.,929,0.50_1.00,5,0.00_0.00_1.00,simple,5,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-0.50_1.00-iteration-04-simple.maxdist-5.mp3,0.50_1.00,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-0.50_1.00-iteration-04-simple.maxdist-5.mp3,04,1b31c6d31ec8a87e029807d16397747f,1b31c6d31ec8a87e029807d16397747f,simple,0.00_0.00_1.00,04,tune-simple-study-1-rank-iterations,True
277568745,0.00,0,,0,false,"",0,"",s0,Sound 2 is obviously a series of synthesized tones.,930,1.00_2.00,None,0.00_0.00_1.00,simple,15,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-1.00_2.00-iteration-00-simple.maxdist-15.mp3,None,mp3/mix-tones-iteration-03.mp3,03,d6586c064366081bc03656b73da40eb4,efbf1a3f1b2d0abd794438ea171ba9e1,tones,None,00,tune-simple-study-1-rank-iterations,True
277568746,0.00,0,,0,false,"",0,"","same
null",Sounds are the same.,931,1.00_2.00,15,0.00_0.00_1.00,simple,15,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-1.00_2.00-iteration-00-simple.maxdist-15.mp3,1.00_2.00,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-1.00_2.00-iteration-00-simple.maxdist-15.mp3,00,efbf1a3f1b2d0abd794438ea171ba9e1,efbf1a3f1b2d0abd794438ea171ba9e1,simple,0.00_0.00_1.00,00,tune-simple-study-1-rank-iterations,True
277568747,0.00,0,,0,false,"",0,"",s0,Sound 2 is obviously a series of synthesized tones.,932,1.00_2.00,None,0.00_0.00_1.00,simple,30,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-1.00_2.00-iteration-00-simple.maxdist-30.mp3,None,mp3/mix-tones-iteration-03.mp3,03,d6586c064366081bc03656b73da40eb4,e99fdfe26ba272a0e174e5f4630f4953,tones,None,00,tune-simple-study-1-rank-iterations,True
277568748,0.00,0,,0,false,"",0,"","same
null",Sounds are the same.,933,1.00_2.00,30,0.00_0.00_1.00,simple,30,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-1.00_2.00-iteration-00-simple.maxdist-30.mp3,1.00_2.00,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-1.00_2.00-iteration-00-simple.maxdist-30.mp3,00,e99fdfe26ba272a0e174e5f4630f4953,e99fdfe26ba272a0e174e5f4630f4953,simple,0.00_0.00_1.00,00,tune-simple-study-1-rank-iterations,True
277568749,0.00,1,,0,false,"",0.0,"s0
same
null
s1",s0,Sound 2 is obviously a series of synthesized tones.,934,1.00_2.00,None,0.00_0.00_1.00,simple,5,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-1.00_2.00-iteration-00-simple.maxdist-5.mp3,None,mp3/mix-tones-iteration-02.mp3,02,a12a927747db44ef0122d0ecc867ad67,8701be4083da3188397468f52b05636c,tones,None,00,tune-simple-study-1-rank-iterations,True
277568750,0.00,0,,0,false,"",0,"","same
null",Sounds are the same.,935,1.00_2.00,5,0.00_0.00_1.00,simple,5,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-1.00_2.00-iteration-00-simple.maxdist-5.mp3,1.00_2.00,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-1.00_2.00-iteration-00-simple.maxdist-5.mp3,00,8701be4083da3188397468f52b05636c,8701be4083da3188397468f52b05636c,simple,0.00_0.00_1.00,00,tune-simple-study-1-rank-iterations,True
277568751,0.00,1,,0,false,"",0.0,"s0
same
null
s1",s0,Sound 2 is obviously a series of synthesized tones.,936,1.00_2.00,None,0.00_0.00_1.00,simple,15,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-1.00_2.00-iteration-01-simple.maxdist-15.mp3,None,mp3/mix-tones-iteration-01.mp3,01,0881e99d24a3cb576f8e194c4314ea77,d5d28b0cf5edb6a2313f40e48cee0daf,tones,None,01,tune-simple-study-1-rank-iterations,True
277568752,0.00,1,,0,false,"",0.0,"same
s0
null
s1","same
null",Sounds are the same.,937,1.00_2.00,15,0.00_0.00_1.00,simple,15,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-1.00_2.00-iteration-01-simple.maxdist-15.mp3,1.00_2.00,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-1.00_2.00-iteration-01-simple.maxdist-15.mp3,01,d5d28b0cf5edb6a2313f40e48cee0daf,d5d28b0cf5edb6a2313f40e48cee0daf,simple,0.00_0.00_1.00,01,tune-simple-study-1-rank-iterations,True
277568753,0.00,0,,0,false,"",0,"",s0,Sound 2 is obviously a series of synthesized tones.,938,1.00_2.00,None,0.00_0.00_1.00,simple,30,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-1.00_2.00-iteration-01-simple.maxdist-30.mp3,None,mp3/mix-tones-iteration-00.mp3,00,0b1f9635282b5445671290fe7205e2ac,57290028f0a99dcdda9e39efd4d1bc88,tones,None,01,tune-simple-study-1-rank-iterations,True
277568754,0.00,1,,0,false,"",0.0,"same
s0
null
s1","same
null",Sounds are the same.,939,1.00_2.00,30,0.00_0.00_1.00,simple,30,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-1.00_2.00-iteration-01-simple.maxdist-30.mp3,1.00_2.00,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-1.00_2.00-iteration-01-simple.maxdist-30.mp3,01,57290028f0a99dcdda9e39efd4d1bc88,57290028f0a99dcdda9e39efd4d1bc88,simple,0.00_0.00_1.00,01,tune-simple-study-1-rank-iterations,True
277568755,0.00,1,,0,false,"",0.0,"s1
s0
null
same",s1,Sound 1 is obviously a series of synthesized tones.,940,None,5,None,tones,None,mp3/mix-tones-iteration-02.mp3,1.00_2.00,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-1.00_2.00-iteration-01-simple.maxdist-5.mp3,01,6e0b8aca7e1a8f0f9829430fb04127a6,a12a927747db44ef0122d0ecc867ad67,simple,0.00_0.00_1.00,02,tune-simple-study-1-rank-iterations,True
277568756,0.00,1,,0,false,"",0.0,"same
s0
null
s1","same
null",Sounds are the same.,941,1.00_2.00,5,0.00_0.00_1.00,simple,5,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-1.00_2.00-iteration-01-simple.maxdist-5.mp3,1.00_2.00,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-1.00_2.00-iteration-01-simple.maxdist-5.mp3,01,6e0b8aca7e1a8f0f9829430fb04127a6,6e0b8aca7e1a8f0f9829430fb04127a6,simple,0.00_0.00_1.00,01,tune-simple-study-1-rank-iterations,True
277568757,0.00,2,,0,false,"",0.0,"s1
s0
null
same",s1,Sound 1 is obviously a series of synthesized tones.,942,None,15,None,tones,None,mp3/mix-tones-iteration-03.mp3,1.00_2.00,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-1.00_2.00-iteration-02-simple.maxdist-15.mp3,02,304ccffb76309f712e4e1f4f57d6ed26,d6586c064366081bc03656b73da40eb4,simple,0.00_0.00_1.00,03,tune-simple-study-1-rank-iterations,True
277568758,0.50,2,,0,false,"",0.0,"same
s0
null
s1","same
null",Sounds are the same.,943,1.00_2.00,15,0.00_0.00_1.00,simple,15,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-1.00_2.00-iteration-02-simple.maxdist-15.mp3,1.00_2.00,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-1.00_2.00-iteration-02-simple.maxdist-15.mp3,02,304ccffb76309f712e4e1f4f57d6ed26,304ccffb76309f712e4e1f4f57d6ed26,simple,0.00_0.00_1.00,02,tune-simple-study-1-rank-iterations,True
277568759,0.00,1,,0,false,"",0.0,"s1
s0
null
same",s1,Sound 1 is obviously a series of synthesized tones.,944,None,30,None,tones,None,mp3/mix-tones-iteration-03.mp3,1.00_2.00,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-1.00_2.00-iteration-02-simple.maxdist-30.mp3,02,4329897862b78b85faa4439c7659c423,d6586c064366081bc03656b73da40eb4,simple,0.00_0.00_1.00,03,tune-simple-study-1-rank-iterations,True
277568760,0.00,0,,0,false,"",0,"","same
null",Sounds are the same.,945,1.00_2.00,30,0.00_0.00_1.00,simple,30,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-1.00_2.00-iteration-02-simple.maxdist-30.mp3,1.00_2.00,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-1.00_2.00-iteration-02-simple.maxdist-30.mp3,02,4329897862b78b85faa4439c7659c423,4329897862b78b85faa4439c7659c423,simple,0.00_0.00_1.00,02,tune-simple-study-1-rank-iterations,True
277568761,0.00,1,,0,false,"",0.0,"s0
same
null
s1",s0,Sound 2 is obviously a series of synthesized tones.,946,1.00_2.00,None,0.00_0.00_1.00,simple,5,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-1.00_2.00-iteration-02-simple.maxdist-5.mp3,None,mp3/mix-tones-iteration-04.mp3,04,dcddb696d2dbff2d47c4ab016491afef,ebb685ed6cdbdfcfb5e60ab14917f5f6,tones,None,02,tune-simple-study-1-rank-iterations,True
277568762,0.00,0,,0,false,"",0,"","same
null",Sounds are the same.,947,1.00_2.00,5,0.00_0.00_1.00,simple,5,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-1.00_2.00-iteration-02-simple.maxdist-5.mp3,1.00_2.00,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-1.00_2.00-iteration-02-simple.maxdist-5.mp3,02,ebb685ed6cdbdfcfb5e60ab14917f5f6,ebb685ed6cdbdfcfb5e60ab14917f5f6,simple,0.00_0.00_1.00,02,tune-simple-study-1-rank-iterations,True
277568763,1.00,1,,0,false,"",0.0,"null
s0
same
s1",s1,Sound 1 is obviously a series of synthesized tones.,948,None,15,None,tones,None,mp3/mix-tones-iteration-03.mp3,1.00_2.00,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-1.00_2.00-iteration-03-simple.maxdist-15.mp3,03,85de18c878867977e8208e63c2fd1df5,d6586c064366081bc03656b73da40eb4,simple,0.00_0.00_1.00,03,tune-simple-study-1-rank-iterations,True
277568764,1.00,1,,0,false,"",0.0,"s1
s0
null
same","same
null",Sounds are the same.,949,1.00_2.00,15,0.00_0.00_1.00,simple,15,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-1.00_2.00-iteration-03-simple.maxdist-15.mp3,1.00_2.00,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-1.00_2.00-iteration-03-simple.maxdist-15.mp3,03,85de18c878867977e8208e63c2fd1df5,85de18c878867977e8208e63c2fd1df5,simple,0.00_0.00_1.00,03,tune-simple-study-1-rank-iterations,True
277568765,0.00,0,,0,false,"",0,"",s1,Sound 1 is obviously a series of synthesized tones.,950,None,30,None,tones,None,mp3/mix-tones-iteration-00.mp3,1.00_2.00,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-1.00_2.00-iteration-03-simple.maxdist-30.mp3,03,52d04de2e3d78ca343186e9a6aaa4152,0b1f9635282b5445671290fe7205e2ac,simple,0.00_0.00_1.00,00,tune-simple-study-1-rank-iterations,True
277568766,0.50,2,,0,false,"",0.0,"same
s0
null
s1","same
null",Sounds are the same.,951,1.00_2.00,30,0.00_0.00_1.00,simple,30,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-1.00_2.00-iteration-03-simple.maxdist-30.mp3,1.00_2.00,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-1.00_2.00-iteration-03-simple.maxdist-30.mp3,03,52d04de2e3d78ca343186e9a6aaa4152,52d04de2e3d78ca343186e9a6aaa4152,simple,0.00_0.00_1.00,03,tune-simple-study-1-rank-iterations,True
